Citation,Manner,Cleaned_Citation
 ومن لا يتق الشَّتْمَ يُشْتَم.,Sentiment: negative,"['يتق', 'الشتم', 'يشتم']"
الصبر شجرة جذورها مُرّة وثمرها لذيذ.,Good Moral: صَبْر,"['الصبر', 'شجرة', 'جذورها', 'مرة', 'ثمرها', 'لذيذ']"
الصبر هو أفضل شيء يمكنك استخدامه مع مرور الوقت إذا أصابك الأذى.,Good Moral: صَبْر,"['الصبر', 'أفضل', 'شيا', 'يمكنك', 'استخدامه', 'مرور', 'الوقت', 'أصابك', 'الأذى']"
ثق بصبرك وكن حذرا في الليالي، لأنها بلدان.,Good Moral: صَبْر,"['ثق', 'بصبرك', 'حذرا', 'الليالي', 'لأنها', 'بلدان']"
النجاح والغنى يتبعان الصبر، وستر الفقر نسيج الكسل.,Good Moral: صَبْر,"['النجاح', 'الغنى', 'يتبعان', 'الصبر', 'ستر', 'الفقر', 'نسيج', 'الكسل']"
وبحسب الطفل، إذا لم يحصل على ما يريد بالصبر، فإنه يبقى فوق الصبر.,Good Moral: صَبْر,"['بحسب', 'الطفل', 'يحصل', 'يريد', 'بالصبر', 'فإنه', 'يبقى', 'الصبر']"
الغرور نصف الداء، والطمأنينة نصف العلاج، والصبر أول خطوة للشفاء.,Good Moral: صَبْر,"['الغرور', 'نصف', 'الداا', 'الطمأنينة', 'نصف', 'العلاج', 'الصبر', 'خطوة', 'للشفاا']"
عندما يشتد الألم ويزداد الألم، لا يوجد علاج فوري وفعال مثل وصفة الصبر والصلاة لتهدئة النفس وعودتها إلى طبيعتها.,Good Moral: صَبْر,"['عندما', 'يشتد', 'الألم', 'يزداد', 'الألم', 'يوجد', 'علاج', 'فوري', 'فعال', 'صفة', 'الصبر', 'الصلاة', 'لتهدئة', 'النفس', 'عودتها', 'طبيعتها']"
واعلم أن أعلى درجات الصداقة اثنتين أن تصبر على صديقك عندما تسود طبعه فيسيء إليك، ثم عندما تسود طبيعتك تصبر حتى لا تسيء إليه.,Sentiment: positive,"['اعلم', 'أعلى', 'درجات', 'الصداقة', 'اثنتين', 'تصبر', 'صديقك', 'عندما', 'تسود', 'طبعه', 'فيسيا', 'عندما', 'تسود', 'طبيعتك', 'تصبر', 'تسيا', 'إليه']"
فالصبر مطلوب حتى يخرج العباد من المشاكل.,Good Moral: صَبْر,"['فالصبر', 'مطلوب', 'يخرج', 'العباد', 'المشاكل']"
عليك أن تنتظر حتى المساء لتعرف كم كان يومك رائعًا.,Sentiment: neutral,"['تنتظر', 'المساا', 'لتعرف', 'يومك', 'رائعا']"
قليل من الصبر يساوي عشر سنوات من الراحة.,Good Moral: صَبْر,"['قليل', 'الصبر', 'يساوي', 'سنوات', 'الراحة']"
إلا بالصبر تنال مرادك، وبالتقوى يلين لك الحديد.,Good Moral: صَبْر,"['بالصبر', 'تنال', 'مرادك', 'بالتقوى', 'يلين', 'الحديد']"
اصبر قليلاً، فإن بعد العسر يسراً، ولكل أمر وقته واتجاهه، وفي أحوالنا لمحة من الحقيقة، وهناك تقدير فوق تقديرنا لله.,Sentiment: positive,"['اصبر', 'قليلا', 'العسر', 'يسرا', 'لكل', 'أمر', 'قته', 'اتجاهه', 'أحوالنا', 'لمحة', 'الحقيقة', 'تقدير', 'تقديرنا', 'لله']"
فحسن الصبر ليس فيه شكوى، وحسن العفو ليس فيه ضرر، وحسن الهجر ليس فيه إدانة.,Good Moral: صَبْر,"['فحسن', 'الصبر', 'شكوى', 'حسن', 'العفو', 'ضرر', 'حسن', 'الهجر', 'إدانة']"
علمني الزمن، وعلمني الصبر، وأقنعني الرزق، وكفاني اليأس، وتعرضت للفتنة حتى حرمت من نهاني.,Good Moral: صَبْر,"['علمني', 'الزمن', 'علمني', 'الصبر', 'أقنعني', 'الرزق', 'كفاني', 'اليأس', 'تعرضت', 'للفتنة', 'حرمت', 'نهاني']"
الصبر هو أفضل شيء يمكنك استخدامه ضد الزمن إذا أصابك أي ضرر.,Good Moral: صَبْر,"['الصبر', 'أفضل', 'شيا', 'يمكنك', 'استخدامه', 'الزمن', 'أصابك', 'ضرر']"
استعين بالله عز وجل، والجأ إليه واطلب منه أن يلهمك الصبر على حكمه حتى يخفف البلاء وتنجح في الاختبار.,Good Moral: عِزّ,"['استعين', 'بالله', 'عز', 'جل', 'الجأ', 'إليه', 'اطلب', 'يلهمك', 'الصبر', 'حكمه', 'يخفف', 'البلاا', 'تنجح', 'الاختبار']"
الصبر سلعة تدفع فيها المال ثم يضاعفه لك ثم تؤجله.,Good Moral: صَبْر,"['الصبر', 'سلعة', 'تدفع', 'المال', 'يضاعفه', 'تاجله']"
ولكي يتحقق الصبر لا بد من طلب المساعدة والثقة.,Good Moral: صَبْر,"['يتحقق', 'الصبر', 'بد', 'طلب', 'المساعدة', 'الثقة']"
الصبر على الألم يأتي في الصدمة الأولى.,Good Moral: صَبْر,"['الصبر', 'الألم', 'يأتي', 'الصدمة', 'الأولى']"
احفظ لسانك من كثرة الشكوى في بعض الأحيان، واصبر على المشاكل وارضى بما قسمه الله لك، فإنك لا تدري ما مصيرك.,Sentiment: positive,"['احفظ', 'لسانك', 'كثرة', 'الشكوى', 'الأحيان', 'اصبر', 'المشاكل', 'ارضى', 'قسمه', 'الله', 'فإنك', 'تدري', 'مصيرك']"
فالغضب لا يتوافق مع الصبر، والشكوى لا تتوافق مع الرضا، فهما ضد بعضهما البعض.,Blameworthy Moral: غَضَب,"['فالغضب', 'يتوافق', 'الصبر', 'الشكوى', 'تتوافق', 'الرضا', 'فهما', 'بعضهما', 'البعض']"
الطمأنينة أول خطوة في العلاج، والخطأ نصف الداء، والصبر أول طريق الشفاء.,Good Moral: صَبْر,"['الطمأنينة', 'خطوة', 'العلاج', 'الخطأ', 'نصف', 'الداا', 'الصبر', 'طريق', 'الشفاا']"
الصيد والعيش في الصحراء يعلم الصبر، لأنه عليك الانتظار حتى تحصل على الجميلات والطعام، لذلك علم نفسك وأولادك الصيد والانتظار حتى تحصل على ما تريد.,Good Moral: صَبْر,"['الصيد', 'العيش', 'الصحراا', 'يعلم', 'الصبر', 'لأنه', 'الانتظار', 'تحصل', 'الجميلات', 'الطعام', 'لذلك', 'نفسك', 'أولادك', 'الصيد', 'الانتظار', 'تحصل', 'تريد']"
الصبر والمرونة هي الصفات التي نحب أن ننميها في أطفالنا لمساعدتهم على البقاء في الحياة، وهما من أهم الصفات التي ستساعدهم على تحقيق أحلامهم دون استسلام.,Good Moral: صَبْر,"['الصبر', 'المرونة', 'الصفات', 'نحب', 'ننميها', 'أطفالنا', 'لمساعدتهم', 'البقاا', 'الحياة', 'أهم', 'الصفات', 'ستساعدهم', 'تحقيق', 'أحلامهم', 'استسلام']"
وتذكر حال من هو أكثر اضطراباً منك؛  لأن من رأى متاعب غيره تهون عليه متاعبه.,Good Moral: غَيْر,"['تذكر', 'حال', 'اضطرابا', 'منك', 'لأن', 'متاعب', 'غيره', 'تهون', 'متاعبه']"
الصبر على مواجهة المتاعب، والاستهانة بأثر الشوك تحت الأقدام.,Good Moral: صَبْر,"['الصبر', 'مواجهة', 'المتاعب', 'الاستهانة', 'بأثر', 'الشوك', 'الأقدام']"
، لماذا تحزن على خسارة لا يردها لك الموت، وكيف تفرح على هدية لم يتركها الموت بين يديك؟,Sentiment: negative,"['لماذا', 'تحزن', 'خسارة', 'يردها', 'الموت', 'تفرح', 'هدية', 'يتركها', 'الموت', 'يديك']"
بالنسبة لي فإن قضمة الجمرة أو الإمساك بها بيدي حتى تبرد أحب من قول “ليت الأمر لم يكن هكذا، اصبر على البلاء” إلى أمر قد كتبه الله.,Sentiment: neutral,"['بالنسبة', 'قضمة', 'الجمرة', 'الإمساك', 'بيدي', 'تبرد', 'أحب', 'قول', 'الأمر', 'يكن', 'اصبر', 'البلاا', 'أمر', 'كتبه', 'الله']"
فالمصيبة قدر الله لا مفر منه، ولا يأتي قدر الله إلا بالخير.,Sentiment: negative,"['فالمصيبة', 'قدر', 'الله', 'مفر', 'يأتي', 'قدر', 'الله', 'بالخير']"
إن الرضا بقضاء الله وقدره والتعرض للمصائب من أعظم ما يعين العبد على مواجهة البلاء.,Sentiment: positive,"['الرضا', 'بقضاا', 'الله', 'قدره', 'التعرض', 'للمصائب', 'أعظم', 'يعين', 'العبد', 'مواجهة', 'البلاا']"
ولا ينفع القلق والسخط، لأن الندم على ما فاته لا يحدثه.,Sentiment: negative,"['ينفع', 'القلق', 'السخط', 'لأن', 'الندم', 'فاته', 'يحدثه']"
أن تعلم طبيعة الدنيا وأنها دار عناء، كما أن الدنيا جسر يوصلك إلى دار الآخرة، فلا تقلق من الأشياء التي تفوتك في الدنيا واصبر.,Sentiment: positive,"['تعلم', 'طبيعة', 'الدنيا', 'أنها', 'دار', 'عناا', 'الدنيا', 'جسر', 'يوصلك', 'دار', 'الآخرة', 'تقلق', 'الأشياا', 'تفوتك', 'الدنيا', 'اصبر']"
ثق أنه سيكون هناك فرج من الله عز وجل، اصبر وانتظر الخلاص عندما ترى شيئًا لا يمكنك فعله بطريقة أخرى.,Good Moral: عِزّ,"['ثق', 'أنه', 'سيكون', 'فرج', 'الله', 'عز', 'جل', 'اصبر', 'انتظر', 'الخلاص', 'عندما', 'ترى', 'شيئا', 'يمكنك', 'فعله', 'بطريقة', 'أخرى']"
استعيني بالله، ولجأي إليه، واستعيني به، واسأليه أن يلهمك الصبر والرضا بقضاءه.  لتسهيل تجربة الملل والنجاح في الامتحان.,Good Moral: صَبْر,"['استعيني', 'بالله', 'لجأي', 'إليه', 'استعيني', 'اسأليه', 'يلهمك', 'الصبر', 'الرضا', 'بقضااه', 'لتسهيل', 'تجربة', 'الملل', 'النجاح', 'الامتحان']"
للحصول على الصبر، من الضروري الثقة وطلب المساعدة.,Good Moral: صَبْر,"['للحصول', 'الصبر', 'الضروري', 'الثقة', 'طلب', 'المساعدة']"
إن الثقة بالله أمر كبير كثيرا ما نتجاهله، ونحن اليوم بحاجة إلى هذه الثقة لاستعادة توازن الحياة المضطرب.,Sentiment: positive,"['الثقة', 'بالله', 'أمر', 'كبير', 'نتجاهله', 'اليوم', 'بحاجة', 'الثقة', 'لاستعادة', 'توازن', 'الحياة', 'المضطرب']"
توكل على الله تجد إبراهيم حين ألقي في النار  بعزة المتوكلين حسبنا الله ونعم الوكيل، فجاء الأمر الإلهي يا نار وتكون بردا وسلاما على إبراهيم.,Good Moral: عِزّ,"['توكل', 'الله', 'تجد', 'إبراهيم', 'ألقي', 'النار', 'بعزة', 'المتوكلين', 'حسبنا', 'الله', 'الوكيل', 'فجاا', 'الأمر', 'الإلهي', 'نار', 'تكون', 'بردا', 'سلاما', 'إبراهيم']"
توكلت هاجر على الله عندما يموت زوجها ويتركها في وادٍ غير مثمر، في صحراء قاحلة، في شمس حارقة موحشة، وتقول يا إبراهيم، لمن تتركنا؟  واستمرت جهوده إلى الأبد.  ولو كنا خائفين وجزعين لما حصلنا اليوم على بركات ماء زمزم.,Good Moral: غَيْر,"['توكلت', 'هاجر', 'الله', 'عندما', 'يموت', 'زوجها', 'يتركها', 'اد', 'مثمر', 'صحراا', 'قاحلة', 'شمس', 'حارقة', 'موحشة', 'تقول', 'إبراهيم', 'تتركنا', 'استمرت', 'جهوده', 'الأبد', 'كنا', 'خائفين', 'جزعين', 'حصلنا', 'اليوم', 'بركات', 'ماا', 'زمزم']"
توكل على الله في الذين قيل أن الناس قد جمعوا عليك.  الخوف منهم؛  ولكن ثقتهم بالله أكبر من قوة أعدائهم وعددهم.,Sentiment: positive,"['توكل', 'الله', 'قيل', 'الناس', 'جمعوا', 'الخوف', 'منهم', 'ثقتهم', 'بالله', 'أكبر', 'قوة', 'أعدائهم', 'عددهم']"
الثقة بالله هي السعادة في الحياة، الثقة بالنفس، قرة العين، أغنية السعداء.,Sentiment: positive,"['الثقة', 'بالله', 'السعادة', 'الحياة', 'الثقة', 'بالنفس', 'قرة', 'العين', 'أغنية', 'السعداا']"
التوكل على الله لا يخيف الإنسان، فهي قاعدة الصبر والتفاؤل.,Good Moral: صَبْر,"['التوكل', 'الله', 'يخيف', 'الإنسان', 'فهي', 'قاعدة', 'الصبر', 'التفاال']"
الثقة بالله لا تجعل الإنسان حزيناً أو مهموماً.,Sentiment: positive,"['الثقة', 'بالله', 'تجعل', 'الإنسان', 'حزينا', 'مهموما']"
الثقة بالله هي أول خطوة للنجاح وأساس الصبر والتفاؤل.,Good Moral: صَبْر,"['الثقة', 'بالله', 'خطوة', 'للنجاح', 'أساس', 'الصبر', 'التفاال']"
والإيمان بالله مرتبط بالصبر، لأن الصابر هو الذي يؤمن أن الله سيحسن إليه.,Good Moral: صَبْر,"['الإيمان', 'بالله', 'مرتبط', 'بالصبر', 'لأن', 'الصابر', 'يامن', 'الله', 'سيحسن', 'إليه']"
الحب في الحقيقة هو أجمل وأحلى أنواع الصبر.,Good Moral: صَبْر,"['الحب', 'الحقيقة', 'أجمل', 'أحلى', 'أنواع', 'الصبر']"
ومن لا يعرف الصبر لا يعرف الحب.,Good Moral: صَبْر,"['يعرف', 'الصبر', 'يعرف', 'الحب']"
أهم شيء في الحياة الزوجية هو الصبر وليس الحب، فالحب لا يمكن أن يستمر طويلاً.,Good Moral: صَبْر,"['أهم', 'شيا', 'الحياة', 'الزوجية', 'الصبر', 'الحب', 'فالحب', 'يمكن', 'يستمر', 'طويلا']"
الحب هو أجمل اكتشاف للإنسان، وإلا لكان مجرد صخرة لا يحركها شيء، ولا شيء سوى تآكل يومي، والحب أيضًا يتآكل عندما يفتقر إلى الإبداع المستمر.,Sentiment: negative,"['الحب', 'أجمل', 'اكتشاف', 'للإنسان', 'لكان', 'مجرد', 'صخرة', 'يحركها', 'شيا', 'شيا', 'تآكل', 'يومي', 'الحب', 'يتآكل', 'عندما', 'يفتقر', 'الإبداع', 'المستمر']"
